rbd;dvrbd;nom_rbd;cod_reg_rbd;nom_reg_rbd;cod_pro_rbd;nom_pro_rbd;cod_com_rbd;nom_com_rbd;cod_deprov_rbd;nom_deprov_rbd;cod_depe1;cod_depe2;cod_grupo;cod_rural_rbd;nalu_lect2m_rbd;nalu_mate2m_rbd;prom_lect2m_rbd;prom_mate2m_rbd;dif_lect2m_rbd;dif_mate2m_rbd;difgru_lect2m_rbd;difgru_mate2m_rbd;sigdif_lect2m_rbd;sigdif_mate2m_rbd;siggru_lect2m_rbd;siggru_mate2m_rbd;marca_lect2m_rbd;marca_mate2m_rbd;marcadif_lect2m_rbd;marcadif_mate2m_rbd;palu_eda_ins_lect2m_rbd;palu_eda_ele_lect2m_rbd;palu_eda_ade_lect2m_rbd;palu_eda_ins_mate2m_rbd;palu_eda_ele_mate2m_rbd;palu_eda_ade_mate2m_rbd;noaplica;fecha_bbdd;codigo_bbdd;grado;agno
15781;3;LICEO MUNICIPAL DE CODEGUA;6;DEL LIBERTADOR BERNARDO OHIGGINS;61;CACHAPOAL;6102;CODEGUA;61;Cachapoal;2;1;1;1;70;71;241;239;24;21;14;12;1;1;1;1;;;;;58.6;27.1;14.3;57.7;33.8;8.5;0;20240418;final20240418v1;2m;2023
16448;8;INSTITUTO SANTA MARTA;7;DEL MAULE;73;CURICÓ;7301;CURICÓ;71;Curico;3;2;2;1;115;116;267;279;-1;13;27;35;0;1;1;1;;;;;29.6;47.8;22.6;30.2;46.6;23.3;0;20240418;final20240418v1;2m;2023
31078;6;LICEO BICENTENARIO SAN PEDRO DE PUENTE ALTO;13;METROPOLITANA DE SANTIAGO;132;CORDILLERA;13201;PUENTE ALTO;136;Cordillera;1;1;3;1;77;74;275;278;0;-23;19;14;0;-1;1;1;;;;;23.4;41.6;35.1;27.0;48.6;24.3;0;20240418;final20240418v1;2m;2023
7102;1;LICEO PADRE SIGISFREDO;14;DE LOS RÍOS;141;VALDIVIA;14108;PANGUIPULLI;141;Valdivia;3;2;1;1;63;66;247;216;6;-4;20;-11;0;0;1;-1;;;;;44.4;46.0;9.5;75.8;24.2;0.0;0;20240418;final20240418v1;2m;2023
6770;9;COLEGIO BICENTENARIO DE MUSICA JUAN SEBASTIAN BACH;14;DE LOS RÍOS;141;VALDIVIA;14101;VALDIVIA;141;Valdivia;2;1;3;1;27;27;293;281;13;16;37;17;0;0;1;1;;;;;11.1;48.1;40.7;29.6;51.9;18.5;0;20240418;final20240418v1;2m;2023
106;6;INSTITUTO DEL MAR ALMIRANTE CARLOS CONDEL;1;DE TARAPACÁ;11;IQUIQUE;1101;IQUIQUE;11;Iquique;5;2;2;1;98;100;226;233;14;11;-14;-11;1;0;-1;-1;;;;;70.4;24.5;5.1;69.0;25.0;6.0;0;20240418;final20240418v1;2m;2023
8762;9;COLEGIO SANTA ELENA CARMELITAS MISIONERAS TERESIANA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13101;SANTIAGO;131;Centro;4;3;4;1;20;22;295;284;4;-27;26;-4;0;-1;1;0;;;;;20.0;30.0;50.0;18.2;68.2;13.6;0;20240418;final20240418v1;2m;2023
770;6;COLEGIO AMALIA ERRAZURIZ;4;DE COQUIMBO;43;LIMARÍ;4301;OVALLE;42;Limari;4;3;5;1;34;35;310;334;35;13;24;11;1;0;1;1;;;;;14.7;17.6;67.6;5.7;34.3;60.0;0;20240418;final20240418v1;2m;2023
15758;9;COLEGIO CHRISTIAN COLLEGE;6;DEL LIBERTADOR BERNARDO OHIGGINS;63;COLCHAGUA;6301;SAN FERNANDO;62;Colchagua;3;2;2;1;28;29;250;258;-27;-2;10;14;-1;0;1;1;;;;;53.6;28.6;17.9;48.3;37.9;13.8;0;20240418;final20240418v1;2m;2023
10491;4;ESCUELA SANTA JOAQUINA DE VEDRUNA;13;METROPOLITANA DE SANTIAGO;132;CORDILLERA;13201;PUENTE ALTO;136;Cordillera;3;2;3;1;63;61;263;283;-11;-2;7;19;0;0;1;1;;;;;38.1;30.2;31.7;29.5;39.3;31.1;0;20240418;final20240418v1;2m;2023
12655;1;COLEGIO SAN PEDRO;1;DE TARAPACÁ;11;IQUIQUE;1107;ALTO HOSPICIO;11;Iquique;3;2;2;1;68;70;226;241;-10;13;-14;-3;0;0;-1;0;;;;;70.6;27.9;1.5;64.3;27.1;8.6;0;20240418;final20240418v1;2m;2023
11155;4;LICEO JORGE ALESSANDRI RODRIGUEZ;4;DE COQUIMBO;41;ELQUI;4101;LA SERENA;41;Elqui;1;1;1;1;120;130;215;198;-8;-26;-12;-29;0;-1;-1;-1;;;;;80.8;13.3;5.8;90.8;8.5;0.8;0;20240418;final20240418v1;2m;2023
13319;1;SCUOLA ITALIANA ALCIDE DE GASPERI;4;DE COQUIMBO;41;ELQUI;4101;LA SERENA;41;Elqui;4;3;5;1;44;38;294;340;-6;3;8;17;0;0;1;1;;;;;13.6;31.8;54.5;5.3;21.1;73.7;0;20240418;final20240418v1;2m;2023
4663;9;COLEGIO MARIA INMACULADA;8;DEL BIOBÍO;81;CONCEPCIÓN;8101;CONCEPCIÓN;83;Concepcion;3;2;3;1;109;111;260;273;-5;2;4;9;0;0;0;1;;;;;40.4;33.0;26.6;35.1;45.0;19.8;0;20240418;final20240418v1;2m;2023
4165;3;LICEO INDUSTRIAL SAMUEL VIVANCO PARADA;8;DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;82;Bio Bio;2;1;1;1;140;138;240;232;33;7;13;5;1;0;1;0;;;;;57.1;32.1;10.7;70.3;26.1;3.6;0;20240418;final20240418v1;2m;2023
16757;6;COLEGIO JUAN IGNACIO MOLINA DE LICANTEN;7;DEL MAULE;73;CURICÓ;7303;LICANTÉN;71;Curico;3;2;2;1;27;28;248;233;8;9;8;-11;0;0;0;0;;;;;59.3;25.9;14.8;67.9;25.0;7.1;0;20240418;final20240418v1;2m;2023
9140;5;ESCUELA PARTICULAR SANTA VICTORIA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13122;PEÑALOLÉN;133;Oriente;3;2;2;1;55;53;233;229;-22;-17;-7;-15;-1;0;-1;-1;;;;;56.4;40.0;3.6;69.8;22.6;7.5;0;20240418;final20240418v1;2m;2023
2150;4;INSTITUTO SAGRADO CORAZON;6;DEL LIBERTADOR BERNARDO OHIGGINS;61;CACHAPOAL;6101;RANCAGUA;61;Cachapoal;3;2;4;1;26;26;287;300;11;20;18;12;0;1;1;1;;;;;11.5;42.3;46.2;19.2;38.5;42.3;0;20240418;final20240418v1;2m;2023
25954;3;ESC. BAS. Y ESP. NTRA. SRA. DE LAS NIEVES;13;METROPOLITANA DE SANTIAGO;134;MAIPO;13401;SAN BERNARDO;132;Sur;3;2;2;1;31;31;227;223;;;-13;-21;;;-1;-1;;;1;1;71.0;29.0;0.0;74.2;25.8;0.0;0;20240418;final20240418v1;2m;2023
1437;0;COLEGIO TERESA BROWN DE ARIZTIA;5;DE VALPARAÍSO;55;QUILLOTA;5502;LA CALERA;51;Quillota - Petorca;3;2;2;1;63;63;258;248;;;18;4;;;1;0;;;1;1;44.4;34.9;20.6;58.7;25.4;15.9;0;20240418;final20240418v1;2m;2023
16634;0;COLEGIO POLITECNICO AQUELARRE;7;DEL MAULE;73;CURICÓ;7308;TENO;71;Curico;3;2;1;1;214;211;263;274;17;8;36;47;1;0;1;1;;;;;38.8;36.9;24.3;39.8;31.3;28.9;0;20240418;final20240418v1;2m;2023
10640;2;COLEGIO DE MAIPO;13;METROPOLITANA DE SANTIAGO;134;MAIPO;13402;BUIN;132;Sur;1;1;2;1;38;35;222;206;;;-18;;;;-1;;;2;1;1;73.7;18.4;7.9;88.6;8.6;2.9;0;20240418;final20240418v1;2m;2023
1294;7;COLEGIO PARTICULAR PUMANQUE;5;DE VALPARAÍSO;57;SAN FELIPE DE ACONCAGUA;5701;SAN FELIPE;52;San Felipe - Los Andes;3;2;3;1;59;62;278;312;8;35;22;48;0;1;1;1;;;;;22.0;47.5;30.5;11.3;38.7;50.0;0;20240418;final20240418v1;2m;2023
1958;5;LICEO TECNOLOGICO VILLA ALEMANA;5;DE VALPARAÍSO;58;MARGA MARGA;5804;VILLA ALEMANA;53;Valparaiso - Isla de Pascua;1;1;1;1;86;85;218;211;-11;-4;-9;-16;0;0;-1;-1;;;;;73.3;24.4;2.3;81.2;17.6;1.2;0;20240418;final20240418v1;2m;2023
22024;8;LICEO TECNICO PROFESIONAL RADIO 24;14;DE LOS RÍOS;141;VALDIVIA;14107;PAILLACO;141;Valdivia;3;2;1;2;36;38;206;212;-25;-5;-21;-15;-1;0;-1;-1;;;;;80.6;16.7;2.8;86.8;13.2;0.0;0;20240418;final20240418v1;2m;2023
9283;5;ESCUELA BELLAVISTA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13110;LA FLORIDA;136;Cordillera;1;1;3;1;57;59;241;235;-1;-21;-15;-29;0;-1;-1;-1;;;;;57.9;24.6;17.5;67.8;18.6;13.6;0;20240418;final20240418v1;2m;2023
9950;3;COLEGIO EL REDENTOR;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13119;MAIPÚ;134;Poniente;3;2;2;1;32;32;263;280;15;23;23;36;1;1;1;1;;;;;43.8;34.4;21.9;37.5;31.3;31.3;0;20240418;final20240418v1;2m;2023
10783;2;LICEO GABRIELA MISTRAL DE MELIPILLA;13;METROPOLITANA DE SANTIAGO;135;MELIPILLA;13501;MELIPILLA;135;Talagante;1;1;2;1;53;47;211;227;-31;-9;-29;-17;-1;0;-1;-1;;;;;81.1;17.0;1.9;70.2;21.3;8.5;0;20240418;final20240418v1;2m;2023
3209;3;ESCUELA ELENA ARMIJO MORALES;7;DEL MAULE;71;TALCA;7103;CUREPTO;72;Talca;2;1;1;2;7;7;273;278;44;28;46;51;1;0;1;1;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;2m;2023
1858;9;COLEGIO DON ORIONE;5;DE VALPARAÍSO;51;VALPARAÍSO;5107;QUINTERO;53;Valparaiso - Isla de Pascua;3;2;2;1;113;118;246;251;22;19;6;7;1;1;1;1;;;;;50.4;28.3;21.2;50.8;39.0;10.2;0;20240418;final20240418v1;2m;2023
25121;6;COLEGIO SAN ANTONIO DE COLINA;13;METROPOLITANA DE SANTIAGO;133;CHACABUCO;13301;COLINA;137;Norte;3;2;2;1;115;116;243;260;2;10;3;16;0;0;0;1;;;;;51.3;33.0;15.7;44.8;37.1;18.1;0;20240418;final20240418v1;2m;2023
4563;2;COLEGIO REPÚBLICA DEL ECUADOR;8;DEL BIOBÍO;81;CONCEPCIÓN;8101;CONCEPCIÓN;83;Concepcion;6;4;2;1;15;14;212;221;-37;-10;-28;-23;-1;0;-1;-1;;;;;73.3;20.0;6.7;71.4;21.4;7.1;0;20240418;final20240418v1;2m;2023
9973;2;COLEGIO SANTA URSULA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13119;MAIPÚ;134;Poniente;3;2;4;1;49;50;293;302;0;-8;24;14;0;0;1;1;;;;;12.2;38.8;49.0;14.0;50.0;36.0;0;20240418;final20240418v1;2m;2023
26080;0;COLEGIO SAINT ANDREW;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13114;LAS CONDES;133;Oriente;4;3;5;1;37;40;274;310;23;13;-12;-13;1;0;-1;-1;;;;;21.6;43.2;35.1;10.0;52.5;37.5;0;20240418;final20240418v1;2m;2023
1194;0;LICEO MAXIMILIANO SALAS MARCHAN;5;DE VALPARAÍSO;53;LOS ANDES;5301;LOS ANDES;52;San Felipe - Los Andes;2;1;3;1;189;200;241;227;3;-4;-15;-37;0;0;-1;-1;;;;;52.9;31.7;15.3;73.5;23.0;3.5;0;20240418;final20240418v1;2m;2023
25725;7;ESCUELA PART. NAHUEL;13;METROPOLITANA DE SANTIAGO;134;MAIPO;13404;PAINE;132;Sur;3;2;4;1;105;104;285;317;3;35;16;29;0;1;1;1;;;;;19.0;36.2;44.8;18.3;36.5;45.2;0;20240418;final20240418v1;2m;2023
24978;5;COLEGIO PART.POLITECNICO EYZAGUIRRE;13;METROPOLITANA DE SANTIAGO;132;CORDILLERA;13201;PUENTE ALTO;136;Cordillera;3;2;1;1;193;199;231;266;1;26;4;39;0;1;0;1;;;;;64.8;25.9;9.3;43.2;38.2;18.6;0;20240418;final20240418v1;2m;2023
11994;6;LICEO POLIVALENTE BAHIA DARWIN;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13111;LA GRANJA;132;Sur;3;2;2;1;44;50;208;215;-12;-2;-32;-29;0;0;-1;-1;;;;;81.8;11.4;6.8;76.0;22.0;2.0;0;20240418;final20240418v1;2m;2023
12741;8;COLEGIO LATIONOAMERICANO LAS PARINAS;1;DE TARAPACÁ;11;IQUIQUE;1101;IQUIQUE;11;Iquique;3;2;2;1;28;28;229;221;;;-11;-23;;;-1;-1;;;1;1;64.3;32.1;3.6;67.9;28.6;3.6;0;20240418;final20240418v1;2m;2023
10073;0;LICEO BICENTENARIO INDUSTRIAL VICENTE PEREZ ROSALES;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13126;QUINTA NORMAL;134;Poniente;5;2;2;1;162;171;213;257;2;8;-27;13;0;0;-1;1;;;;;73.5;19.8;6.8;45.0;43.3;11.7;0;20240418;final20240418v1;2m;2023
255;0;COLEGIO EJERCITO DE SALVACION;2;DE ANTOFAGASTA;22;EL LOA;2201;CALAMA;22;El Loa;3;2;3;1;76;76;255;239;17;-4;-1;-25;1;0;0;-1;;;;;46.1;39.5;14.5;64.5;28.9;6.6;0;20240418;final20240418v1;2m;2023
22144;9;COLEGIO PUERTO VARAS;10;DE LOS LAGOS;101;LLANQUIHUE;10109;PUERTO VARAS;101;Llanquihue;4;3;5;1;44;45;281;332;-15;-20;-5;9;-1;-1;0;1;;;;;27.3;29.5;43.2;11.1;28.9;60.0;0;20240418;final20240418v1;2m;2023
8911;7;COLEGIO ARABE;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13114;LAS CONDES;133;Oriente;4;3;5;1;13;13;292;315;43;25;6;-8;1;1;0;0;;;;;7.7;61.5;30.8;0.0;61.5;38.5;0;20240418;final20240418v1;2m;2023
6896;9;SEMINARIO SAN FIDEL;14;DE LOS RÍOS;141;VALDIVIA;14106;MARIQUINA;141;Valdivia;3;2;3;1;79;82;261;247;-7;-16;5;-17;0;-1;1;-1;;;;;40.5;36.7;22.8;54.9;34.1;11.0;0;20240418;final20240418v1;2m;2023
12884;8;COL. INTERNACIONAL ANTOFAGASTA LTDA.;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;21;Antofagasta;4;3;5;1;44;39;304;371;7;34;18;48;0;1;1;1;;;;;6.8;34.1;59.1;0.0;5.1;94.9;0;20240418;final20240418v1;2m;2023
9054;9;COLEGIO SAINT JOHN´S VILLA ACADEMY;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13113;LA REINA;133;Oriente;4;3;5;1;14;12;298;313;9;26;12;-10;0;1;1;0;;;;;14.3;35.7;50.0;0.0;50.0;50.0;0;20240418;final20240418v1;2m;2023
3730;3;COLEGIO SAGRADO CORAZÓN DE JESÚS;16;DE ÑUBLE;161;DIGUILLÍN;16101;CHILLÁN;161;Diguillín;3;2;2;1;40;40;267;267;32;15;27;23;1;0;1;1;;;;;32.5;40.0;27.5;42.5;37.5;20.0;0;20240418;final20240418v1;2m;2023
14699;4;COLEGIO FENIX;5;DE VALPARAÍSO;56;SAN ANTONIO;5601;SAN ANTONIO;54;San Antonio;3;2;3;1;42;42;272;283;7;8;16;19;0;0;1;1;;;;;23.8;45.2;31.0;35.7;35.7;28.6;0;20240418;final20240418v1;2m;2023
1629;2;COLEGIO INTERNACIONAL;5;DE VALPARAÍSO;51;VALPARAÍSO;5101;VALPARAÍSO;53;Valparaiso - Isla de Pascua;4;3;5;1;19;18;264;308;-3;27;-22;-15;0;1;-1;-1;;;;;26.3;47.4;26.3;5.6;61.1;33.3;0;20240418;final20240418v1;2m;2023
5957;9;LICEO MUNICIPAL ATENEA;9;DE LA ARAUCANÍA;91;CAUTÍN;9103;CUNCO;92;Cautin Norte;2;1;2;1;91;94;246;234;-1;8;6;-10;0;0;1;-1;;;;;53.8;28.6;17.6;61.7;33.0;5.3;0;20240418;final20240418v1;2m;2023
3538;6;LICEO ANTONIO VARAS;7;DEL MAULE;72;CAUQUENES;7201;CAUQUENES;74;Cauquenes;2;1;1;1;63;63;237;225;8;-1;10;-2;0;0;1;0;;;;;60.3;31.7;7.9;71.4;23.8;4.8;0;20240418;final20240418v1;2m;2023
9930;9;ESCUELA PARTICULAR JOSE ANTONIO LECAROS;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13106;ESTACIÓN CENTRAL;134;Poniente;3;2;3;1;33;35;244;241;39;27;-12;-23;1;1;-1;-1;;;;;51.5;27.3;21.2;54.3;42.9;2.9;0;20240418;final20240418v1;2m;2023
647;5;COLEGIO MANUEL MONTT;4;DE COQUIMBO;41;ELQUI;4102;COQUIMBO;41;Elqui;3;2;2;1;30;32;222;234;;;-18;-10;;;-1;0;;;1;1;66.7;23.3;10.0;59.4;37.5;3.1;0;20240418;final20240418v1;2m;2023
4975;1;LICEO BICENTENARIO DE EXCELENCIA INDUSTRIAL FEDERICO SCHWAGER;8;DEL BIOBÍO;81;CONCEPCIÓN;8102;CORONEL;83;Concepcion;5;2;2;1;50;48;240;245;-9;-2;0;1;0;0;0;0;;;;;56.0;28.0;16.0;56.3;37.5;6.3;0;20240418;final20240418v1;2m;2023
20209;6;COLEGIO RAITRAI DE PUCON;9;DE LA ARAUCANÍA;91;CAUTÍN;9115;PUCÓN;93;Cautin Sur;3;2;4;1;22;21;259;277;55;22;-10;-11;1;0;-1;0;;;;;50.0;18.2;31.8;38.1;42.9;19.0;0;20240418;final20240418v1;2m;2023
2356;6;COLEGIO SANTA INES;6;DEL LIBERTADOR BERNARDO OHIGGINS;61;CACHAPOAL;6117;SAN VICENTE;61;Cachapoal;3;2;3;1;67;67;258;238;-13;-16;2;-26;-1;0;0;-1;;;;;40.3;41.8;17.9;62.7;23.9;13.4;0;20240418;final20240418v1;2m;2023
3252;2;LICEO TECNICO PROFESIONAL DIEGO PORTALES;7;DEL MAULE;74;LINARES;7401;LINARES;73;Linares;2;1;1;1;212;216;216;212;-4;-7;-11;-15;0;0;-1;-1;;;;;74.1;20.8;5.2;81.9;16.2;1.9;0;20240418;final20240418v1;2m;2023
24892;4;SANTA CRUZ COLLEGE;13;METROPOLITANA DE SANTIAGO;132;CORDILLERA;13201;PUENTE ALTO;136;Cordillera;3;2;1;1;49;49;235;224;-2;4;8;-3;0;0;1;0;;;;;65.3;26.5;8.2;71.4;28.6;0.0;0;20240418;final20240418v1;2m;2023
9246;0;COLEGIO SAN AGUSTIN;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13120;ÑUÑOA;133;Oriente;4;3;5;1;82;75;259;296;-23;-14;-27;-27;-1;-1;-1;-1;;;;;40.2;28.0;31.7;20.0;41.3;38.7;0;20240418;final20240418v1;2m;2023
590;8;COLEGIO PARTICULAR SAN JOSE;4;DE COQUIMBO;41;ELQUI;4101;LA SERENA;41;Elqui;4;3;4;1;56;53;282;291;1;-15;13;3;0;-1;1;0;;;;;21.4;28.6;50.0;28.3;43.4;28.3;0;20240418;final20240418v1;2m;2023
13574;7;COLEGIO CERVANTES;4;DE COQUIMBO;41;ELQUI;4101;LA SERENA;41;Elqui;4;3;4;1;30;28;276;274;-19;-9;7;-14;-1;0;1;-1;;;;;26.7;36.7;36.7;42.9;35.7;21.4;0;20240418;final20240418v1;2m;2023
7331;8;INSTITUTO COMERCIAL DE OSORNO;10;DE LOS LAGOS;103;OSORNO;10301;OSORNO;103;Osorno;2;1;2;1;194;185;257;266;22;11;17;22;1;1;1;1;;;;;41.8;37.6;20.6;33.5;53.0;13.5;0;20240418;final20240418v1;2m;2023
4669;8;LICEO SAN AGUSTIN DE CONCEPCION;8;DEL BIOBÍO;81;CONCEPCIÓN;8101;CONCEPCIÓN;83;Concepcion;3;2;4;1;77;79;262;308;-20;0;-7;20;-1;0;-1;1;;;;;35.1;33.8;31.2;19.0;35.4;45.6;0;20240418;final20240418v1;2m;2023
8997;4;WEXFORD COLLEGE N 2;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13123;PROVIDENCIA;133;Oriente;3;2;3;1;23;25;258;247;;;;;;;;;2;2;1;1;34.8;39.1;26.1;68.0;20.0;12.0;0;20240418;final20240418v1;2m;2023
17902;7;COLEGIO TERESA DE LOS ANDES;16;DE ÑUBLE;161;DIGUILLÍN;16102;BULNES;161;Diguillín;3;2;2;1;42;42;268;281;16;11;28;37;1;0;1;1;;;;;40.5;26.2;33.3;35.7;35.7;28.6;0;20240418;final20240418v1;2m;2023
2997;1;COLEGIO DARIO SALAS;7;DEL MAULE;71;TALCA;7101;TALCA;72;Talca;3;2;2;1;93;91;236;244;-1;15;-4;0;0;1;0;0;;;;;57.0;24.7;18.3;58.2;26.4;15.4;0;20240418;final20240418v1;2m;2023
3003;1;COLEGIO PIAGET;7;DEL MAULE;71;TALCA;7101;TALCA;72;Talca;3;2;2;1;25;24;212;200;;;-28;-44;;;-1;-1;;;1;1;88.0;8.0;4.0;87.5;8.3;4.2;0;20240418;final20240418v1;2m;2023
9638;5;COLEGIO POLIVALENTE PADRE ESTEBAN GUMUCIO VIVES;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13111;LA GRANJA;132;Sur;3;2;2;1;35;35;230;217;-4;-41;-10;-27;0;-1;-1;-1;;;;;68.6;25.7;5.7;77.1;22.9;0.0;0;20240418;final20240418v1;2m;2023
982;2;ESCUELA BASICA VILLA LOS NARANJOS;4;DE COQUIMBO;42;CHOAPA;4201;ILLAPEL;43;Choapa;2;1;2;1;8;8;228;224;;-4;-12;-20;;0;0;0;;;1;;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;2m;2023
441;3;ESCUELA DE CONCENTRACIÓN;3;DE ATACAMA;31;COPIAPÓ;3103;TIERRA AMARILLA;31;Copiapo - Chanaral;6;4;;1;;;;;;;;;;;;;;;;;;;;;;;1;20240418;final20240418v1;2m;2023
18251;6;COLEGIO ALTURAS DE CHILLÁN;16;DE ÑUBLE;161;DIGUILLÍN;16101;CHILLÁN;161;Diguillín;3;2;4;1;28;28;269;297;13;11;0;9;0;0;0;0;;;;;25.0;42.9;32.1;25.0;32.1;42.9;0;20240418;final20240418v1;2m;2023
5267;1;ESCUELA AGRICOLA EL VERGEL;9;DE LA ARAUCANÍA;92;MALLECO;9201;ANGOL;91;Malleco;3;2;1;2;22;22;202;193;;;-25;-34;;;-1;-1;;;1;1;81.8;9.1;9.1;95.5;4.5;0.0;0;20240418;final20240418v1;2m;2023
15589;6;COLEGIO ALCALDE PEDRO URBINA;6;DEL LIBERTADOR BERNARDO OHIGGINS;61;CACHAPOAL;6112;PEUMO;61;Cachapoal;3;2;2;1;23;22;243;287;22;50;3;43;1;1;0;1;;;;;60.9;26.1;13.0;18.2;45.5;36.4;0;20240418;final20240418v1;2m;2023
5808;4;COLEGIO DE LA SALLE;9;DE LA ARAUCANÍA;91;CAUTÍN;9101;TEMUCO;92;Cautin Norte;4;3;5;1;26;27;270;300;-18;-12;-16;-23;-1;0;-1;-1;;;;;30.8;34.6;34.6;25.9;33.3;40.7;0;20240418;final20240418v1;2m;2023
24935;1;COLEGIO POLIV. SIEMBRA;13;METROPOLITANA DE SANTIAGO;132;CORDILLERA;13201;PUENTE ALTO;136;Cordillera;3;2;1;1;12;12;227;225;;;;-2;;;;0;2;;1;1;83.3;0.0;16.7;66.7;25.0;8.3;0;20240418;final20240418v1;2m;2023
7872;7;COLEGIO BICENTENARIO DE DIFUSION ARTISTICA LOS ULMOS;10;DE LOS LAGOS;101;LLANQUIHUE;10106;LOS MUERMOS;101;Llanquihue;6;4;1;1;17;18;237;215;4;10;10;-12;0;0;1;0;;;;;64.7;35.3;0.0;72.2;27.8;0.0;0;20240418;final20240418v1;2m;2023
8954;0;COLEGIO MARIA INMACULADA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13123;PROVIDENCIA;133;Oriente;3;2;4;1;78;81;289;286;27;6;20;-2;1;0;1;0;;;;;19.2;32.1;48.7;33.3;32.1;34.6;0;20240418;final20240418v1;2m;2023
26017;7;ESCUELA BAS. KINGS SCHOOL;13;METROPOLITANA DE SANTIAGO;134;MAIPO;13401;SAN BERNARDO;132;Sur;3;2;3;1;42;43;255;260;-6;0;-1;-4;0;0;0;0;;;;;40.5;40.5;19.0;37.2;53.5;9.3;0;20240418;final20240418v1;2m;2023
25084;8;ESCUELA RUDOLF DECK WERTH;13;METROPOLITANA DE SANTIAGO;132;CORDILLERA;13201;PUENTE ALTO;136;Cordillera;3;2;3;1;38;38;247;261;7;14;-9;-3;0;0;-1;0;;;;;55.3;23.7;21.1;34.2;57.9;7.9;0;20240418;final20240418v1;2m;2023
22330;1;CENTRO EDUCACIONAL SAN AGUSTIN;10;DE LOS LAGOS;102;CHILOÉ;10208;QUELLÓN;102;Chiloe;3;2;3;1;30;30;273;279;-1;-23;17;15;0;-1;1;1;;;;;33.3;30.0;36.7;40.0;36.7;23.3;0;20240418;final20240418v1;2m;2023
25625;0;COLEGIO PART. SWEDENBORG COLLEGE;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13118;MACUL;133;Oriente;3;2;4;1;23;23;272;275;8;-8;3;-13;0;0;0;-1;;;;;34.8;39.1;26.1;34.8;43.5;21.7;0;20240418;final20240418v1;2m;2023
690;4;LICEO BICENTENARIO DE EXCELENCIA COLEGIO ANTONIO VARAS;4;DE COQUIMBO;41;ELQUI;4106;VICUÑA;41;Elqui;3;2;2;1;66;68;244;257;-1;2;4;13;0;0;0;1;;;;;51.5;33.3;15.2;44.1;45.6;10.3;0;20240418;final20240418v1;2m;2023
9887;6;LICEO EL LLANO DE MAIPU;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13119;MAIPÚ;134;Poniente;1;1;2;1;17;19;203;201;-3;;-37;-43;0;;-1;-1;;;;1;88.2;11.8;0.0;94.7;5.3;0.0;0;20240418;final20240418v1;2m;2023
6641;9;LICEO AGRICOLA CHOL CHOL;9;DE LA ARAUCANÍA;91;CAUTÍN;9121;CHOLCHOL;92;Cautin Norte;3;2;1;1;22;23;198;228;-7;18;-29;1;0;0;-1;0;;;;;86.4;13.6;0.0;82.6;17.4;0.0;0;20240418;final20240418v1;2m;2023
24403;1;COLEGIO SIMON BOLIVAR;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13112;LA PINTANA;136;Cordillera;2;1;1;1;25;22;204;203;;-4;-23;-24;;0;-1;-1;;;1;;92.0;8.0;0.0;86.4;13.6;0.0;0;20240418;final20240418v1;2m;2023
12332;3;LICEO POLITECNICO DE CON CON;5;DE VALPARAÍSO;51;VALPARAÍSO;5103;CONCÓN;53;Valparaiso - Isla de Pascua;2;1;2;1;75;73;228;247;8;17;-12;3;0;1;-1;0;;;;;65.3;22.7;12.0;58.9;32.9;8.2;0;20240418;final20240418v1;2m;2023
11336;0;COLEGIO PARTICULAR NOBEL SCHOOL;7;DEL MAULE;74;LINARES;7404;PARRAL;73;Linares;3;2;2;1;29;29;259;273;-23;-19;19;29;-1;-1;1;1;;;;;44.8;37.9;17.2;27.6;62.1;10.3;0;20240418;final20240418v1;2m;2023
20158;8;COLEGIO ALTAS CUMBRES;9;DE LA ARAUCANÍA;91;CAUTÍN;9120;VILLARRICA;93;Cautin Sur;3;2;3;1;25;27;262;250;10;20;6;-14;0;0;0;-1;;;;;40.0;40.0;20.0;51.9;44.4;3.7;0;20240418;final20240418v1;2m;2023
